date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,v_tat,c_tat,canceled_rides_by_customer,canceled_rides_by_driver,incomplete_rides,incomplete_rides_reason,booking_value,payment_method,ride_distance,driver_ratings,customer_rating,pickup_datetime,pickup_hour,pickup_day,pickup_dayofweek
2024-07-11 07:07:00,07:07:00,CNR3700774982,success,CID985693,prime suv,tumkur road,whitefield,259.0,25.0,,,No,,2069,cash,33,4.7,4.4,2024-07-11 07:07:00,7,2024-07-11,Thursday
2024-07-13 12:06:00,12:06:00,CNR3667629734,driver not found,CID582929,prime suv,bannerghatta road,kr puram,,,,,,,221,unknown,0,4.0,4.0,2024-07-13 12:06:00,12,2024-07-13,Saturday
2024-07-03 04:17:00,04:17:00,CNR4814540167,canceled by driver,CID122596,mini,marathahalli,ramamurthy nagar,,,,Customer was coughing/sick,,,259,unknown,0,4.0,4.0,2024-07-03 04:17:00,4,2024-07-03,Wednesday
2024-07-27 04:28:00,04:28:00,CNR5416962591,canceled by driver,CID783179,auto,kengeri,shantinagar,,,,Customer was coughing/sick,,,220,unknown,0,4.0,4.0,2024-07-27 04:28:00,4,2024-07-27,Saturday
2024-07-06 06:16:00,06:16:00,CNR6072134370,canceled by driver,CID934471,ebike,mysore road,mysore road,,,,Personal & Car related issue,,,491,unknown,0,4.0,4.0,2024-07-06 06:16:00,6,2024-07-06,Saturday
2024-07-21 23:45:00,23:45:00,CNR2408978595,canceled by driver,CID388613,prime plus,richmond town,bannerghatta road,,,,Personal & Car related issue,,,361,unknown,0,4.0,4.0,2024-07-21 23:45:00,23,2024-07-21,Sunday
2024-07-30 07:01:00,07:01:00,CNR4107253882,driver not found,CID997589,prime suv,yelahanka,jp nagar,,,,,,,474,unknown,0,4.0,4.0,2024-07-30 07:01:00,7,2024-07-30,Tuesday
2024-07-23 05:12:00,05:12:00,CNR9408316456,success,CID109347,mini,chamarajpet,kammanahalli,140.0,105.0,,,No,,670,upi,22,4.5,3.5,2024-07-23 05:12:00,5,2024-07-23,Tuesday
2024-07-24 05:21:00,05:21:00,CNR5662051167,success,CID170771,auto,hennur,padmanabhanagar,84.0,30.0,,,No,,437,upi,16,3.0,3.1,2024-07-24 05:21:00,5,2024-07-24,Wednesday
2024-07-18 19:26:00,19:26:00,CNR5776488394,success,CID464085,bike,vijayanagar,marathahalli,287.0,45.0,,,No,,154,upi,16,4.1,3.2,2024-07-18 19:26:00,19,2024-07-18,Thursday
2024-07-12 22:50:00,22:50:00,CNR9023919027,canceled by customer,CID932140,prime plus,kadugodi,sarjapur road,,,AC is Not working,,,,391,unknown,0,4.0,4.0,2024-07-12 22:50:00,22,2024-07-12,Friday
2024-07-02 19:31:00,19:31:00,CNR2406372196,canceled by driver,CID495073,bike,mysore road,rajarajeshwari nagar,,,,Personal & Car related issue,,,429,unknown,0,4.0,4.0,2024-07-02 19:31:00,19,2024-07-02,Tuesday
2024-07-09 17:58:00,17:58:00,CNR3750147948,success,CID476898,ebike,varthur,rajarajeshwari nagar,175.0,50.0,,,No,,882,cash,14,4.3,3.7,2024-07-09 17:58:00,17,2024-07-09,Tuesday
2024-07-25 22:01:00,22:01:00,CNR1078857023,canceled by driver,CID517609,prime plus,jayanagar,frazer town,,,,Personal & Car related issue,,,1407,unknown,0,4.0,4.0,2024-07-25 22:01:00,22,2024-07-25,Thursday
2024-07-26 11:44:00,11:44:00,CNR7213117228,canceled by driver,CID511959,bike,kr puram,hebbal,,,,Personal & Car related issue,,,429,unknown,0,4.0,4.0,2024-07-26 11:44:00,11,2024-07-26,Friday
2024-07-08 06:42:00,06:42:00,CNR7392641068,canceled by customer,CID367218,mini,richmond town,mysore road,,,Driver is not moving towards pickup location,,,,695,unknown,0,4.0,4.0,2024-07-08 06:42:00,6,2024-07-08,Monday
2024-07-14 09:55:00,09:55:00,CNR5898677052,success,CID325072,mini,frazer town,nagarbhavi,154.0,110.0,,,No,,1810,cash,6,4.7,5.0,2024-07-14 09:55:00,9,2024-07-14,Sunday
2024-07-21 15:46:00,15:46:00,CNR5549174549,canceled by driver,CID855087,prime plus,whitefield,marathahalli,,,,Customer was coughing/sick,,,634,unknown,0,4.0,4.0,2024-07-21 15:46:00,15,2024-07-21,Sunday
2024-07-26 21:33:00,21:33:00,CNR7654100386,driver not found,CID930688,prime sedan,rt nagar,majestic,,,,,,,352,unknown,0,4.0,4.0,2024-07-26 21:33:00,21,2024-07-26,Friday
2024-07-20 00:28:00,00:28:00,CNR6906408990,canceled by customer,CID757707,bike,hennur,mysore road,,,Driver is not moving towards pickup location,,,,119,unknown,0,4.0,4.0,2024-07-20 00:28:00,0,2024-07-20,Saturday
2024-07-24 18:15:00,18:15:00,CNR8650909488,success,CID776046,bike,sahakar nagar,ramamurthy nagar,105.0,115.0,,,No,,684,cash,44,4.1,4.1,2024-07-24 18:15:00,18,2024-07-24,Wednesday
2024-07-03 05:19:00,05:19:00,CNR6701861374,success,CID681038,prime sedan,chamarajpet,vijayanagar,84.0,90.0,,,No,,575,upi,48,4.1,3.9,2024-07-03 05:19:00,5,2024-07-03,Wednesday
2024-07-17 13:55:00,13:55:00,CNR6830203725,canceled by customer,CID517176,prime plus,frazer town,richmond town,,,Driver is not moving towards pickup location,,,,519,unknown,0,4.0,4.0,2024-07-17 13:55:00,13,2024-07-17,Wednesday
2024-07-29 08:24:00,08:24:00,CNR7543054234,canceled by driver,CID446402,prime sedan,electronic city,shantinagar,,,,Customer related issue,,,482,unknown,0,4.0,4.0,2024-07-29 08:24:00,8,2024-07-29,Monday
2024-07-29 05:13:00,05:13:00,CNR3486217135,success,CID174606,ebike,majestic,hsr layout,224.0,125.0,,,No,,402,upi,4,4.7,3.3,2024-07-29 05:13:00,5,2024-07-29,Monday
2024-07-04 03:44:00,03:44:00,CNR6161881608,canceled by customer,CID682413,auto,hosur road,nagarbhavi,,,Wrong Address,,,,318,unknown,0,4.0,4.0,2024-07-04 03:44:00,3,2024-07-04,Thursday
2024-07-22 11:35:00,11:35:00,CNR8716905074,success,CID917892,bike,kr puram,koramangala,119.0,85.0,,,No,,962,cash,23,4.6,3.7,2024-07-22 11:35:00,11,2024-07-22,Monday
2024-07-11 12:02:00,12:02:00,CNR7351370390,canceled by driver,CID426978,mini,kengeri,chamarajpet,,,,Customer related issue,,,145,unknown,0,4.0,4.0,2024-07-11 12:02:00,12,2024-07-11,Thursday
2024-07-14 11:36:00,11:36:00,CNR9315108902,success,CID154032,prime plus,hebbal,electronic city,70.0,120.0,,,No,,291,upi,24,3.2,3.3,2024-07-14 11:36:00,11,2024-07-14,Sunday
2024-07-23 04:13:00,04:13:00,CNR2984801256,driver not found,CID286972,prime suv,marathahalli,frazer town,,,,,,,554,unknown,0,4.0,4.0,2024-07-23 04:13:00,4,2024-07-23,Tuesday
2024-07-18 06:11:00,06:11:00,CNR7579001582,canceled by driver,CID121200,mini,kengeri,jp nagar,,,,Personal & Car related issue,,,392,unknown,0,4.0,4.0,2024-07-18 06:11:00,6,2024-07-18,Thursday
2024-07-28 00:23:00,00:23:00,CNR2124074524,success,CID622312,bike,shantinagar,bannerghatta road,161.0,30.0,,,No,,110,upi,40,4.0,3.6,2024-07-28 00:23:00,0,2024-07-28,Sunday
2024-07-05 02:50:00,02:50:00,CNR4729934919,success,CID732020,mini,nagarbhavi,kr puram,287.0,115.0,,,No,,270,cash,35,4.4,3.3,2024-07-05 02:50:00,2,2024-07-05,Friday
2024-07-04 13:10:00,13:10:00,CNR6569183873,success,CID724088,prime plus,rajajinagar,richmond town,91.0,125.0,,,No,,201,cash,21,3.6,4.9,2024-07-04 13:10:00,13,2024-07-04,Thursday
2024-07-05 01:32:00,01:32:00,CNR3791770084,canceled by customer,CID233998,auto,rt nagar,kadugodi,,,Driver is not moving towards pickup location,,,,467,unknown,0,4.0,4.0,2024-07-05 01:32:00,1,2024-07-05,Friday
2024-07-13 15:42:00,15:42:00,CNR4169330682,canceled by driver,CID208798,ebike,btm layout,sarjapur road,,,,Customer related issue,,,262,unknown,0,4.0,4.0,2024-07-13 15:42:00,15,2024-07-13,Saturday
2024-07-15 12:25:00,12:25:00,CNR9114386144,success,CID369496,bike,mysore road,majestic,105.0,120.0,,,No,,191,upi,30,3.8,3.6,2024-07-15 12:25:00,12,2024-07-15,Monday
2024-07-09 07:03:00,07:03:00,CNR9277433369,canceled by customer,CID362062,mini,rajarajeshwari nagar,banashankari,,,Driver asked to cancel,,,,2748,unknown,0,4.0,4.0,2024-07-09 07:03:00,7,2024-07-09,Tuesday
2024-07-03 19:13:00,19:13:00,CNR1629504909,canceled by driver,CID307639,mini,shantinagar,banashankari,,,,Personal & Car related issue,,,210,unknown,0,4.0,4.0,2024-07-03 19:13:00,19,2024-07-03,Wednesday
2024-07-01 05:41:00,05:41:00,CNR9744164062,canceled by customer,CID381685,prime plus,magadi road,electronic city,,,Driver is not moving towards pickup location,,,,591,unknown,0,4.0,4.0,2024-07-01 05:41:00,5,2024-07-01,Monday
2024-07-24 09:51:00,09:51:00,CNR4143780487,success,CID976331,prime sedan,peenya,koramangala,301.0,120.0,,,No,,390,cash,10,4.6,4.6,2024-07-24 09:51:00,9,2024-07-24,Wednesday
2024-07-15 15:42:00,15:42:00,CNR8773873083,success,CID265382,prime plus,chamarajpet,rt nagar,308.0,90.0,,,No,,535,cash,23,4.0,3.8,2024-07-15 15:42:00,15,2024-07-15,Monday
2024-07-26 04:21:00,04:21:00,CNR6335955299,success,CID500765,prime plus,koramangala,devanahalli,224.0,35.0,,,Yes,customer demand,490,upi,45,3.1,4.3,2024-07-26 04:21:00,4,2024-07-26,Friday
2024-07-18 12:56:00,12:56:00,CNR9436177378,canceled by driver,CID538640,ebike,marathahalli,vijayanagar,,,,Customer related issue,,,330,unknown,0,4.0,4.0,2024-07-18 12:56:00,12,2024-07-18,Thursday
2024-07-04 17:58:00,17:58:00,CNR9373960087,success,CID837133,auto,majestic,hennur,35.0,75.0,,,Yes,customer demand,462,upi,19,4.3,3.4,2024-07-04 17:58:00,17,2024-07-04,Thursday
2024-07-12 04:12:00,04:12:00,CNR8189348793,success,CID163777,auto,ulsoor,hulimavu,63.0,125.0,,,No,,227,upi,1,4.2,3.7,2024-07-12 04:12:00,4,2024-07-12,Friday
2024-07-21 05:41:00,05:41:00,CNR3951309619,success,CID946398,bike,hennur,kengeri,175.0,120.0,,,No,,430,upi,38,4.6,3.2,2024-07-21 05:41:00,5,2024-07-21,Sunday
2024-07-05 12:11:00,12:11:00,CNR6674055589,success,CID603152,bike,electronic city,peenya,154.0,30.0,,,No,,107,debit card,15,4.0,4.8,2024-07-05 12:11:00,12,2024-07-05,Friday
2024-07-22 20:45:00,20:45:00,CNR6576190913,canceled by driver,CID688179,auto,kadugodi,rt nagar,,,,Personal & Car related issue,,,172,unknown,0,4.0,4.0,2024-07-22 20:45:00,20,2024-07-22,Monday
2024-07-03 19:41:00,19:41:00,CNR3691820294,canceled by driver,CID699068,prime suv,jp nagar,btm layout,,,,Customer related issue,,,255,unknown,0,4.0,4.0,2024-07-03 19:41:00,19,2024-07-03,Wednesday
2024-07-11 01:55:00,01:55:00,CNR3408653058,canceled by driver,CID826410,mini,chamarajpet,chamarajpet,,,,More than permitted people in there,,,312,unknown,0,4.0,4.0,2024-07-11 01:55:00,1,2024-07-11,Thursday
2024-07-23 09:28:00,09:28:00,CNR9355093777,success,CID962414,ebike,electronic city,varthur,77.0,105.0,,,No,,124,cash,28,3.2,4.6,2024-07-23 09:28:00,9,2024-07-23,Tuesday
2024-07-18 18:40:00,18:40:00,CNR4219716950,driver not found,CID730104,mini,malleshwaram,kadugodi,,,,,,,520,unknown,0,4.0,4.0,2024-07-18 18:40:00,18,2024-07-18,Thursday
2024-07-12 17:56:00,17:56:00,CNR1392620122,success,CID807734,prime plus,shivajinagar,devanahalli,91.0,125.0,,,No,,383,upi,37,4.8,4.2,2024-07-12 17:56:00,17,2024-07-12,Friday
2024-07-03 17:56:00,17:56:00,CNR1580017535,success,CID686790,mini,majestic,peenya,49.0,30.0,,,No,,381,upi,38,3.8,4.9,2024-07-03 17:56:00,17,2024-07-03,Wednesday
2024-07-09 07:19:00,07:19:00,CNR7497946347,success,CID782246,prime suv,padmanabhanagar,hebbal,189.0,140.0,,,No,,516,cash,40,4.8,3.3,2024-07-09 07:19:00,7,2024-07-09,Tuesday
2024-07-21 07:24:00,07:24:00,CNR4166000168,success,CID657154,ebike,chamarajpet,rt nagar,112.0,100.0,,,No,,275,cash,41,3.2,3.3,2024-07-21 07:24:00,7,2024-07-21,Sunday
2024-07-15 01:22:00,01:22:00,CNR3177079547,canceled by driver,CID639561,mini,rajajinagar,langford town,,,,Customer related issue,,,423,unknown,0,4.0,4.0,2024-07-15 01:22:00,1,2024-07-15,Monday
2024-07-16 18:14:00,18:14:00,CNR8326380931,canceled by customer,CID888316,prime sedan,frazer town,frazer town,,,Driver is not moving towards pickup location,,,,232,unknown,0,4.0,4.0,2024-07-16 18:14:00,18,2024-07-16,Tuesday
2024-07-06 04:10:00,04:10:00,CNR5796545895,success,CID580271,bike,nagarbhavi,banashankari,203.0,25.0,,,No,,640,upi,9,4.5,3.7,2024-07-06 04:10:00,4,2024-07-06,Saturday
2024-07-18 19:27:00,19:27:00,CNR3963204253,success,CID325103,prime sedan,padmanabhanagar,mg road,98.0,65.0,,,Yes,customer demand,450,cash,38,4.9,4.3,2024-07-18 19:27:00,19,2024-07-18,Thursday
2024-07-11 19:20:00,19:20:00,CNR9218001147,canceled by driver,CID580615,mini,chamarajpet,mysore road,,,,Customer was coughing/sick,,,696,unknown,0,4.0,4.0,2024-07-11 19:20:00,19,2024-07-11,Thursday
2024-07-09 03:34:00,03:34:00,CNR3587523639,canceled by driver,CID991180,bike,langford town,padmanabhanagar,,,,Personal & Car related issue,,,411,unknown,0,4.0,4.0,2024-07-09 03:34:00,3,2024-07-09,Tuesday
2024-07-15 05:09:00,05:09:00,CNR3106373867,success,CID625077,prime plus,richmond town,devanahalli,147.0,110.0,,,No,,465,cash,30,3.0,4.3,2024-07-15 05:09:00,5,2024-07-15,Monday
2024-07-07 10:31:00,10:31:00,CNR9771458043,driver not found,CID974259,auto,hosur road,bellandur,,,,,,,1124,unknown,0,4.0,4.0,2024-07-07 10:31:00,10,2024-07-07,Sunday
2024-07-13 09:34:00,09:34:00,CNR3606500382,canceled by customer,CID686530,prime plus,rajarajeshwari nagar,shivajinagar,,,Driver is not moving towards pickup location,,,,1416,unknown,0,4.0,4.0,2024-07-13 09:34:00,9,2024-07-13,Saturday
2024-07-03 01:35:00,01:35:00,CNR5321558200,success,CID343619,prime plus,ulsoor,chickpet,112.0,125.0,,,No,,393,cash,2,4.9,3.6,2024-07-03 01:35:00,1,2024-07-03,Wednesday
2024-07-07 07:46:00,07:46:00,CNR3255446135,canceled by driver,CID936088,mini,mg road,sarjapur road,,,,Customer related issue,,,165,unknown,0,4.0,4.0,2024-07-07 07:46:00,7,2024-07-07,Sunday
2024-07-01 03:25:00,03:25:00,CNR3900114752,success,CID389784,auto,hosur road,sahakar nagar,245.0,75.0,,,No,,417,cash,19,4.4,3.7,2024-07-01 03:25:00,3,2024-07-01,Monday
2024-07-18 07:01:00,07:01:00,CNR8787367296,driver not found,CID220200,mini,yeshwanthpur,hosur road,,,,,,,829,unknown,0,4.0,4.0,2024-07-18 07:01:00,7,2024-07-18,Thursday
2024-07-04 18:33:00,18:33:00,CNR4395682808,canceled by customer,CID797285,auto,ulsoor,nagarbhavi,,,Driver is not moving towards pickup location,,,,143,unknown,0,4.0,4.0,2024-07-04 18:33:00,18,2024-07-04,Thursday
2024-07-28 16:32:00,16:32:00,CNR6855849131,success,CID778954,auto,ramamurthy nagar,hebbal,42.0,35.0,,,No,,314,upi,19,3.7,4.8,2024-07-28 16:32:00,16,2024-07-28,Sunday
2024-07-11 08:47:00,08:47:00,CNR6748828728,success,CID751146,ebike,hulimavu,marathahalli,98.0,120.0,,,No,,1004,cash,40,3.2,4.9,2024-07-11 08:47:00,8,2024-07-11,Thursday
2024-07-21 07:56:00,07:56:00,CNR1635995117,success,CID922757,mini,chamarajpet,kengeri,175.0,40.0,,,No,,244,cash,36,3.9,4.8,2024-07-21 07:56:00,7,2024-07-21,Sunday
2024-07-15 21:50:00,21:50:00,CNR2429916301,canceled by customer,CID232311,prime suv,sahakar nagar,padmanabhanagar,,,AC is Not working,,,,243,unknown,0,4.0,4.0,2024-07-15 21:50:00,21,2024-07-15,Monday
2024-07-07 17:15:00,17:15:00,CNR9745457105,success,CID753456,bike,whitefield,richmond town,308.0,85.0,,,No,,167,cash,11,4.7,3.8,2024-07-07 17:15:00,17,2024-07-07,Sunday
2024-07-18 10:21:00,10:21:00,CNR8272242978,success,CID578575,mini,rt nagar,kammanahalli,189.0,95.0,,,No,,560,cash,30,4.1,4.8,2024-07-18 10:21:00,10,2024-07-18,Thursday
2024-07-12 12:18:00,12:18:00,CNR2798067381,canceled by driver,CID943252,prime suv,marathahalli,basavanagudi,,,,Customer related issue,,,415,unknown,0,4.0,4.0,2024-07-12 12:18:00,12,2024-07-12,Friday
2024-07-13 21:38:00,21:38:00,CNR8301379250,success,CID774444,auto,devanahalli,hulimavu,259.0,45.0,,,No,,1525,upi,12,3.2,4.2,2024-07-13 21:38:00,21,2024-07-13,Saturday
2024-07-05 01:12:00,01:12:00,CNR3107131240,driver not found,CID110804,prime plus,magadi road,marathahalli,,,,,,,113,unknown,0,4.0,4.0,2024-07-05 01:12:00,1,2024-07-05,Friday
2024-07-02 09:33:00,09:33:00,CNR6067798572,success,CID211999,auto,devanahalli,rajarajeshwari nagar,280.0,120.0,,,No,,212,cash,9,4.8,3.5,2024-07-02 09:33:00,9,2024-07-02,Tuesday
2024-07-04 20:42:00,20:42:00,CNR6851158354,success,CID249465,ebike,hennur,jp nagar,154.0,105.0,,,No,,294,debit card,2,5.0,3.7,2024-07-04 20:42:00,20,2024-07-04,Thursday
2024-07-12 23:18:00,23:18:00,CNR2630138366,success,CID701126,prime suv,frazer town,basavanagudi,210.0,65.0,,,No,,183,upi,48,4.9,3.2,2024-07-12 23:18:00,23,2024-07-12,Friday
2024-07-18 08:22:00,08:22:00,CNR4174598663,canceled by driver,CID616589,prime sedan,devanahalli,devanahalli,,,,Customer related issue,,,488,unknown,0,4.0,4.0,2024-07-18 08:22:00,8,2024-07-18,Thursday
2024-07-02 07:10:00,07:10:00,CNR6337800250,canceled by driver,CID558883,ebike,yeshwanthpur,sarjapur road,,,,Personal & Car related issue,,,359,unknown,0,4.0,4.0,2024-07-02 07:10:00,7,2024-07-02,Tuesday
2024-07-11 01:31:00,01:31:00,CNR1651058771,canceled by driver,CID861587,prime suv,cox town,electronic city,,,,Customer related issue,,,348,unknown,0,4.0,4.0,2024-07-11 01:31:00,1,2024-07-11,Thursday
2024-07-30 10:06:00,10:06:00,CNR6141476114,success,CID657179,bike,kr puram,electronic city,196.0,115.0,,,Yes,other issue,1627,cash,22,3.0,3.6,2024-07-30 10:06:00,10,2024-07-30,Tuesday
2024-07-02 20:07:00,20:07:00,CNR7465748555,success,CID573324,auto,yeshwanthpur,peenya,133.0,115.0,,,No,,284,upi,14,4.5,4.7,2024-07-02 20:07:00,20,2024-07-02,Tuesday
2024-07-18 21:59:00,21:59:00,CNR2292145233,success,CID484932,auto,ulsoor,kammanahalli,56.0,135.0,,,No,,315,upi,9,4.5,4.7,2024-07-18 21:59:00,21,2024-07-18,Thursday
2024-07-03 22:08:00,22:08:00,CNR6101864801,success,CID332843,auto,hsr layout,vijayanagar,231.0,75.0,,,No,,122,upi,11,4.9,4.8,2024-07-03 22:08:00,22,2024-07-03,Wednesday
2024-07-27 20:06:00,20:06:00,CNR9612395990,success,CID207879,prime suv,malleshwaram,magadi road,42.0,60.0,,,No,,1114,upi,7,4.3,3.8,2024-07-27 20:06:00,20,2024-07-27,Saturday
2024-07-06 17:21:00,17:21:00,CNR1232218593,canceled by customer,CID680291,prime sedan,langford town,devanahalli,,,AC is Not working,,,,139,unknown,0,4.0,4.0,2024-07-06 17:21:00,17,2024-07-06,Saturday
2024-07-19 13:34:00,13:34:00,CNR6226763587,success,CID437066,prime plus,ramamurthy nagar,kr puram,133.0,130.0,,,No,,209,upi,36,4.9,3.6,2024-07-19 13:34:00,13,2024-07-19,Friday
2024-07-07 03:01:00,03:01:00,CNR7205048477,success,CID952319,ebike,devanahalli,cox town,119.0,135.0,,,No,,994,cash,41,3.3,3.6,2024-07-07 03:01:00,3,2024-07-07,Sunday
2024-07-24 21:29:00,21:29:00,CNR8481389724,success,CID797849,prime suv,majestic,chickpet,224.0,115.0,,,No,,130,cash,21,3.9,4.6,2024-07-24 21:29:00,21,2024-07-24,Wednesday
2024-07-05 16:16:00,16:16:00,CNR2839528763,success,CID858592,bike,ulsoor,nagarbhavi,105.0,95.0,,,No,,810,upi,26,4.2,3.2,2024-07-05 16:16:00,16,2024-07-05,Friday
2024-07-15 10:17:00,10:17:00,CNR5975482895,canceled by driver,CID934557,auto,vijayanagar,kengeri,,,,Personal & Car related issue,,,400,unknown,0,4.0,4.0,2024-07-15 10:17:00,10,2024-07-15,Monday
2024-07-23 20:05:00,20:05:00,CNR8342551388,canceled by customer,CID531423,ebike,cox town,hosur road,,,Change of plans,,,,113,unknown,0,4.0,4.0,2024-07-23 20:05:00,20,2024-07-23,Tuesday
2024-07-16 12:21:00,12:21:00,CNR6028982966,success,CID890911,bike,hulimavu,rajajinagar,84.0,65.0,,,No,,320,cash,14,3.1,3.0,2024-07-16 12:21:00,12,2024-07-16,Tuesday
2024-07-15 16:17:00,16:17:00,CNR1672091616,success,CID351553,ebike,whitefield,mg road,238.0,45.0,,,No,,149,upi,47,3.3,3.1,2024-07-15 16:17:00,16,2024-07-15,Monday
2024-07-29 18:23:00,18:23:00,CNR3421928192,canceled by customer,CID884561,bike,shantinagar,frazer town,,,Driver is not moving towards pickup location,,,,315,unknown,0,4.0,4.0,2024-07-29 18:23:00,18,2024-07-29,Monday
2024-07-22 13:14:00,13:14:00,CNR2148568990,success,CID562861,prime plus,basavanagudi,jayanagar,266.0,145.0,,,No,,178,cash,16,4.0,3.1,2024-07-22 13:14:00,13,2024-07-22,Monday
2024-07-02 09:35:00,09:35:00,CNR1639587321,canceled by driver,CID166731,prime suv,sahakar nagar,shantinagar,,,,Customer was coughing/sick,,,471,unknown,0,4.0,4.0,2024-07-02 09:35:00,9,2024-07-02,Tuesday
2024-07-29 07:34:00,07:34:00,CNR9544817379,canceled by driver,CID550674,bike,marathahalli,banashankari,,,,Personal & Car related issue,,,252,unknown,0,4.0,4.0,2024-07-29 07:34:00,7,2024-07-29,Monday
2024-07-10 10:59:00,10:59:00,CNR3188108864,driver not found,CID983396,auto,mg road,hsr layout,,,,,,,380,unknown,0,4.0,4.0,2024-07-10 10:59:00,10,2024-07-10,Wednesday
2024-07-21 06:09:00,06:09:00,CNR4808773872,canceled by driver,CID212827,mini,cox town,mg road,,,,Customer was coughing/sick,,,371,unknown,0,4.0,4.0,2024-07-21 06:09:00,6,2024-07-21,Sunday
2024-07-29 15:17:00,15:17:00,CNR3596393238,success,CID396040,mini,ramamurthy nagar,banashankari,182.0,100.0,,,No,,382,upi,39,3.7,4.3,2024-07-29 15:17:00,15,2024-07-29,Monday
2024-07-04 02:06:00,02:06:00,CNR8526901246,success,CID946408,ebike,peenya,peenya,63.0,145.0,,,No,,160,cash,42,4.8,3.9,2024-07-04 02:06:00,2,2024-07-04,Thursday
2024-07-12 15:01:00,15:01:00,CNR3021945597,success,CID761989,mini,mg road,yeshwanthpur,70.0,40.0,,,No,,1247,upi,30,3.6,4.1,2024-07-12 15:01:00,15,2024-07-12,Friday
2024-07-27 15:49:00,15:49:00,CNR9480761295,success,CID299583,prime plus,majestic,richmond town,224.0,125.0,,,No,,487,cash,32,4.7,3.9,2024-07-27 15:49:00,15,2024-07-27,Saturday
2024-07-24 14:36:00,14:36:00,CNR6589272284,success,CID229939,prime suv,yeshwanthpur,devanahalli,294.0,90.0,,,No,,298,upi,39,3.9,4.0,2024-07-24 14:36:00,14,2024-07-24,Wednesday
2024-07-12 05:01:00,05:01:00,CNR5550436138,success,CID780110,ebike,sahakar nagar,rajajinagar,182.0,140.0,,,No,,274,credit card,29,4.7,3.5,2024-07-12 05:01:00,5,2024-07-12,Friday
2024-07-08 19:47:00,19:47:00,CNR6029283114,success,CID335472,auto,hosur road,rajajinagar,196.0,140.0,,,No,,216,upi,14,4.2,4.1,2024-07-08 19:47:00,19,2024-07-08,Monday
2024-07-20 12:48:00,12:48:00,CNR1592115981,canceled by driver,CID307781,ebike,langford town,ramamurthy nagar,,,,Personal & Car related issue,,,315,unknown,0,4.0,4.0,2024-07-20 12:48:00,12,2024-07-20,Saturday
2024-07-23 16:32:00,16:32:00,CNR6096276785,success,CID336702,prime sedan,btm layout,hosur road,133.0,40.0,,,No,,288,cash,34,4.7,4.9,2024-07-23 16:32:00,16,2024-07-23,Tuesday
2024-07-01 23:42:00,23:42:00,CNR1781006769,success,CID818853,auto,rajarajeshwari nagar,shantinagar,210.0,100.0,,,No,,464,cash,9,4.2,5.0,2024-07-01 23:42:00,23,2024-07-01,Monday
2024-07-18 12:25:00,12:25:00,CNR5626377703,success,CID324579,auto,kadugodi,indiranagar,35.0,50.0,,,No,,454,upi,10,3.5,4.2,2024-07-18 12:25:00,12,2024-07-18,Thursday
2024-07-25 15:40:00,15:40:00,CNR2619975617,canceled by driver,CID937517,auto,mg road,banashankari,,,,Customer was coughing/sick,,,127,unknown,0,4.0,4.0,2024-07-25 15:40:00,15,2024-07-25,Thursday
2024-07-04 12:05:00,12:05:00,CNR6432382268,success,CID264167,ebike,electronic city,marathahalli,133.0,95.0,,,No,,373,cash,19,3.1,4.3,2024-07-04 12:05:00,12,2024-07-04,Thursday
2024-07-27 16:16:00,16:16:00,CNR3090283429,success,CID331523,prime plus,banashankari,richmond town,182.0,120.0,,,No,,289,cash,14,4.0,3.8,2024-07-27 16:16:00,16,2024-07-27,Saturday
2024-07-07 01:24:00,01:24:00,CNR1011557238,success,CID576456,ebike,shantinagar,chickpet,63.0,80.0,,,No,,303,upi,46,4.9,4.8,2024-07-07 01:24:00,1,2024-07-07,Sunday
2024-07-03 23:00:00,23:00:00,CNR2601545551,driver not found,CID798702,ebike,nagarbhavi,chamarajpet,,,,,,,2101,unknown,0,4.0,4.0,2024-07-03 23:00:00,23,2024-07-03,Wednesday
2024-07-02 09:37:00,09:37:00,CNR4754927427,success,CID828689,bike,tumkur road,kr puram,231.0,95.0,,,Yes,customer demand,284,cash,33,3.9,4.2,2024-07-02 09:37:00,9,2024-07-02,Tuesday
2024-07-23 10:02:00,10:02:00,CNR5489314727,driver not found,CID568765,bike,chickpet,malleshwaram,,,,,,,866,unknown,0,4.0,4.0,2024-07-23 10:02:00,10,2024-07-23,Tuesday
2024-07-17 15:42:00,15:42:00,CNR7811941478,success,CID334571,prime sedan,yelahanka,sahakar nagar,56.0,70.0,,,Yes,vehicle breakdown,377,cash,22,4.3,4.2,2024-07-17 15:42:00,15,2024-07-17,Wednesday
2024-07-02 13:42:00,13:42:00,CNR7346324794,success,CID983463,prime suv,kadugodi,hennur,301.0,125.0,,,No,,841,upi,43,3.9,3.6,2024-07-02 13:42:00,13,2024-07-02,Tuesday
2024-07-02 09:59:00,09:59:00,CNR1153788276,success,CID784266,prime suv,rajarajeshwari nagar,vijayanagar,133.0,120.0,,,No,,462,cash,32,4.3,3.7,2024-07-02 09:59:00,9,2024-07-02,Tuesday
2024-07-30 15:59:00,15:59:00,CNR7746863126,canceled by driver,CID912885,ebike,mysore road,kr puram,,,,More than permitted people in there,,,123,unknown,0,4.0,4.0,2024-07-30 15:59:00,15,2024-07-30,Tuesday
